vTEC err_vTEC 
68.971817 -6820931.028183 
64.081929 -6820935.918071 
61.377367 -6820938.622633 
60.916090 -6820939.083910 
107.072092 -6820892.927908 
94.901291 -6820905.098709 
82.981043 -6820917.018957 
72.789606 -6820927.210394 
64.745780 -6820935.254220 
59.126238 -6820940.873762 
56.378888 -6820943.621112 
56.991983 -6820943.008017 
79.452286 -6820920.547714 
67.119259 -6820932.880741 
58.828571 -6820941.171429 
54.369022 -6820945.630978 
31.279063 -6820968.720937 
33.409214 -6820966.590786 
30.903827 -6820969.096173 
28.042590 -6820971.957410 
27.374430 -6820972.625570 
40.095429 -6820959.904571 
39.420132 -6820960.579868 
33.744807 -6820966.255193 
29.267578 -6820970.732422 
27.707083 -6820972.292917 
25.731810 -6820974.268190 
27.620784 -6820972.379216 
35.961440 -6820964.038560 
45.154595 -6820954.845405 
45.370241 -6820954.629759 
41.806628 -6820958.193372 
35.947732 -6820964.052268 
30.966835 -6820969.033165 
28.524565 -6820971.475435 
27.106715 -6820972.893285 
24.973845 -6820975.026155 
23.701745 -6820976.298255 
26.920101 -6820973.079899 
35.162499 -6820964.837501 
41.849175 -6820958.150825 
48.717923 -6820951.282077 
49.388428 -6820950.611572 
47.490455 -6820952.509545 
43.268570 -6820956.731430 
37.849675 -6820962.150325 
32.922158 -6820967.077842 
29.686963 -6820970.313037 
27.933173 -6820972.066827 
26.412692 -6820973.587308 
24.294372 -6820975.705628 
22.272618 -6820977.727382 
22.235606 -6820977.764394 
25.810187 -6820974.189813 
32.948810 -6820967.051190 
40.686317 -6820959.313683 
45.842214 -6820954.157786 
51.002294 -6820948.997706 
52.000367 -6820947.999633 
51.314283 -6820948.685717 
49.018687 -6820950.981313 
45.292492 -6820954.707508 
40.645986 -6820959.354014 
35.999683 -6820964.000317 
32.252900 -6820967.747100 
29.687784 -6820970.312216 
27.843086 -6820972.156914 
25.986566 -6820974.013434 
23.754924 -6820976.245076 
21.515555 -6820978.484445 
20.255551 -6820979.744449 
21.055802 -6820978.944198 
24.528099 -6820975.471901 
30.570716 -6820969.429284 
37.956292 -6820962.043708 
44.195680 -6820955.804320 
48.388286 -6820951.611714 
52.213342 -6820947.786658 
53.543981 -6820946.456019 
54.024032 -6820945.975968 
53.876602 -6820946.123398 
52.813039 -6820947.186961 
50.408755 -6820949.591245 
46.705531 -6820953.294469 
42.336890 -6820957.663110 
38.140923 -6820961.859077 
34.642842 -6820965.357158 
31.822296 -6820968.177704 
29.293370 -6820970.706630 
26.686637 -6820973.313363 
23.932456 -6820976.067544 
21.325615 -6820978.674385 
19.426534 -6820980.573466 
18.858777 -6820981.141223 
20.063581 -6820979.936419 
23.180061 -6820976.819939 
55.687107 -6820944.312893 
57.951682 -6820942.048318 
60.467602 -6820939.532398 
61.946324 -6820938.053676 
61.435576 -6820938.564424 
58.856849 -6820941.143151 
54.831819 -6820945.168181 
50.248314 -6820949.751686 
45.840968 -6820954.159032 
41.941486 -6820958.058514 
38.466755 -6820961.533245 
35.110878 -6820964.889122 
31.614161 -6820968.385839 
27.953087 -6820972.046913 
24.365000 -6820975.635000 
21.242346 -6820978.757654 
18.995538 -6820981.004462 
17.945305 -6820982.054695 
18.246948 -6820981.753052 
19.873587 -6820980.126413 
60.901443 -6820939.098557 
67.475984 -6820932.524016 
73.392886 -6820926.607114 
76.291139 -6820923.708861 
75.635405 -6820924.364595 
72.196123 -6820927.803877 
67.194927 -6820932.805073 
61.767228 -6820938.232772 
56.680673 -6820943.319327 
52.229418 -6820947.770582 
48.279125 -6820951.720875 
44.440804 -6820955.559196 
40.318949 -6820959.681051 
35.740478 -6820964.259522 
30.864682 -6820969.135318 
26.128723 -6820973.871277 
22.076102 -6820977.923898 
19.173968 -6820980.826032 
17.692586 -6820982.307414 
80.041443 -6820919.958557 
87.361167 -6820912.638833 
89.711053 -6820910.288947 
87.757223 -6820912.242777 
83.100246 -6820916.899754 
77.227060 -6820922.772940 
71.232462 -6820928.767538 
65.795296 -6820934.204704 
61.202775 -6820938.797225 
57.396807 -6820942.603193 
54.056568 -6820945.943432 
50.725025 -6820949.274975 
46.967761 -6820953.032239 
42.529975 -6820957.470025 
37.441606 -6820962.558394 
32.027083 -6820967.972917 
26.815503 -6820973.184497 
22.400569 -6820977.599431 
19.302492 -6820980.697508 
96.269217 -6820903.730783 
96.377821 -6820903.622179 
92.570042 -6820907.429958 
86.819923 -6820913.180077 
80.474054 -6820919.525946 
74.349004 -6820925.650996 
68.915129 -6820931.084871 
64.390118 -6820935.609882 
60.779059 -6820939.220941 
57.906238 -6820942.093762 
55.460273 -6820944.539727 
53.057364 -6820946.942636 
50.318480 -6820949.681520 
46.950462 -6820953.049538 
42.815233 -6820957.184767 
37.969908 -6820962.030092 
32.676126 -6820967.323874 
27.408615 -6820972.591385 
96.377300 -6820903.622700 
91.570296 -6820908.429704 
85.691478 -6820914.308522 
79.674787 -6820920.325213 
73.985708 -6820926.014292 
68.890541 -6820931.109459 
64.539262 -6820935.460738 
60.974976 -6820939.025024 
58.136279 -6820941.863721 
55.872515 -6820944.127485 
53.971802 -6820946.028198 
52.194606 -6820947.805394 
50.304041 -6820949.695959 
48.085099 -6820951.914901 
45.348221 -6820954.651779 
41.923994 -6820958.076006 
37.692547 -6820962.307453 
86.274140 -6820913.725860 
80.324446 -6820919.675554 
74.591704 -6820925.408296 
69.303627 -6820930.696373 
64.652516 -6820935.347484 
60.754317 -6820939.245683 
57.605095 -6820942.394905 
55.089227 -6820944.910773 
53.024435 -6820946.975565 
51.220401 -6820948.779599 
49.523423 -6820950.476577 
47.810660 -6820952.189340 
45.897270 -6820954.102730 
72.137048 -6820927.862952 
66.850282 -6820933.149718 
62.218493 -6820937.781507 
58.431944 -6820941.568056 
55.460205 -6820944.539795 
53.102658 -6820946.897342 
51.123372 -6820948.876628 
49.393558 -6820950.606442 
35.366995 -6820964.633005 
29.568716 -6820970.431284 
28.334905 -6820971.665095 
27.232616 -6820972.767384 
26.304806 -6820973.695194 
31.610866 -6820968.389134 
29.987743 -6820970.012257 
29.670958 -6820970.329042 
28.407803 -6820971.592197 
26.836767 -6820973.163233 
24.427181 -6820975.572819 
25.788054 -6820974.211946 
31.251045 -6820968.748955 
34.120927 -6820965.879073 
31.185127 -6820968.814873 
31.915987 -6820968.084013 
31.041896 -6820968.958104 
29.280909 -6820970.719091 
27.914471 -6820972.085529 
26.235699 -6820973.764301 
23.669673 -6820976.330327 
22.384200 -6820977.615800 
25.022030 -6820974.977970 
30.502844 -6820969.497156 
34.776571 -6820965.223429 
31.926150 -6820968.073850 
30.308958 -6820969.691042 
28.707361 -6820971.292639 
27.356757 -6820972.643243 
25.574999 -6820974.425001 
23.066177 -6820976.933823 
20.888964 -6820979.111036 
20.899441 -6820979.100559 
24.037293 -6820975.962707 
29.123320 -6820970.876680 
33.544875 -6820966.455125 
32.419021 -6820967.580979 
31.658276 -6820968.341724 
30.339375 -6820969.660625 
28.901382 -6820971.098618 
27.323881 -6820972.676119 
25.264748 -6820974.735252 
22.674256 -6820977.325744 
20.158970 -6820979.841030 
18.829612 -6820981.170388 
19.688368 -6820980.311632 
22.902002 -6820977.097998 
27.459344 -6820972.540656 
31.544323 -6820968.455677 
33.889647 -6820966.110353 
33.879198 -6820966.120802 
32.817774 -6820967.182226 
31.147476 -6820968.852524 
28.985089 -6820971.014911 
26.290818 -6820973.709182 
23.221017 -6820976.778983 
20.251039 -6820979.748961 
18.084716 -6820981.915284 
17.430294 -6820982.569706 
18.698790 -6820981.301210 
21.728552 -6820978.271448 
25.676710 -6820974.323290 
29.215904 -6820970.784096 
39.240305 -6820960.759695 
40.208091 -6820959.791909 
39.415330 -6820960.584670 
37.583783 -6820962.416217 
35.025578 -6820964.974422 
31.818038 -6820968.181962 
28.115802 -6820971.884198 
24.272614 -6820975.727386 
20.787070 -6820979.212930 
18.178494 -6820981.821506 
16.870102 -6820983.129898 
17.091634 -6820982.908366 
18.791449 -6820981.208551 
21.569937 -6820978.430063 
24.680052 -6820975.319948 
27.223404 -6820972.776596 
46.604501 -6820953.395499 
48.905239 -6820951.094761 
48.563567 -6820951.436433 
46.799376 -6820953.200624 
44.162529 -6820955.837471 
40.725438 -6820959.274562 
36.521049 -6820963.478951 
31.789482 -6820968.210518 
27.005597 -6820972.994403 
22.755824 -6820977.244176 
19.571605 -6820980.428395 
17.804793 -6820982.195207 
17.565878 -6820982.434122 
18.697301 -6820981.302699 
20.755519 -6820979.244481 
23.037653 -6820976.962347 
24.825552 -6820975.174448 
55.633541 -6820944.366459 
56.044456 -6820943.955544 
54.748266 -6820945.251734 
52.714611 -6820947.285389 
50.150361 -6820949.849639 
46.938276 -6820953.061724 
42.971530 -6820957.028470 
38.336939 -6820961.663061 
33.364925 -6820966.635075 
28.564381 -6820971.435619 
24.485333 -6820975.514667 
21.572017 -6820978.427983 
20.057228 -6820979.942772 
19.911211 -6820980.088789 
20.824262 -6820979.175738 
22.208813 -6820977.791187 
23.315291 -6820976.684709 
58.943075 -6820941.056925 
57.628299 -6820942.371701 
55.768982 -6820944.231018 
53.744988 -6820946.255012 
51.505812 -6820948.494188 
48.861774 -6820951.138226 
45.654170 -6820954.345830 
41.856624 -6820958.143376 
37.622967 -6820962.377033 
33.278980 -6820966.721020 
29.259255 -6820970.740745 
26.005663 -6820973.994337 
23.856331 -6820976.143669 
22.952019 -6820977.047981 
23.169422 -6820976.830578 
24.074295 -6820975.925705 
24.919255 -6820975.080745 
24.882469 -6820975.117531 
57.228692 -6820942.771308 
55.394311 -6820944.605689 
53.510153 -6820946.489847 
51.594050 -6820948.405950 
49.538456 -6820950.461544 
47.207719 -6820952.792281 
44.501779 -6820955.498221 
41.399377 -6820958.600623 
37.982077 -6820962.017923 
34.438271 -6820965.561729 
31.044867 -6820968.955133 
28.125551 -6820971.874449 
25.988974 -6820974.011026 
24.855025 -6820975.144975 
24.777560 -6820975.222440 
25.565821 -6820974.434179 
26.707811 -6820973.292189 
27.366067 -6820972.633933 
53.912774 -6820946.087226 
52.074526 -6820947.925474 
50.104625 -6820949.895375 
47.925491 -6820952.074509 
45.428104 -6820954.571896 
42.534429 -6820957.465571 
39.257194 -6820960.742806 
35.724685 -6820964.275315 
32.173680 -6820967.826320 
28.919668 -6820971.080332 
26.310069 -6820973.689931 
24.661550 -6820975.338450 
24.179895 -6820975.820105 
24.857555 -6820975.142445 
26.339142 -6820973.660858 
27.784038 -6820972.215962 
51.239576 -6820948.760424 
49.094173 -6820950.905827 
46.683840 -6820953.316160 
43.984856 -6820956.015144 
40.865362 -6820959.134638 
37.288003 -6820962.711997 
33.410080 -6820966.589920 
29.575712 -6820970.424288 
26.240611 -6820973.759389 
23.866369 -6820976.133631 
22.806813 -6820977.193187 
23.186030 -6820976.813970 
24.740293 -6820975.259707 
47.815054 -6820952.184946 
44.696373 -6820955.303627 
41.552265 -6820958.447735 
38.304708 -6820961.695292 
34.739773 -6820965.260227 
30.896255 -6820969.103745 
27.140362 -6820972.859638 
24.043937 -6820975.956063 
22.165460 -6820977.834540 
21.823242 -6820978.176758 
22.929639 -6820977.070361 
38.776585 -6820961.223415 
35.017457 -6820964.982543 
31.462307 -6820968.537693 
27.944877 -6820972.055123 
24.734651 -6820975.265349 
22.394423 -6820977.605577 
21.399737 -6820978.600263 
32.805472 -6820967.194528 
28.965685 -6820971.034315 
25.764496 -6820974.235504 
23.311523 -6820976.688477 
57.011384 -6820942.988616 
59.036340 -6820940.963660 
62.770063 -6820937.229937 
53.691052 -6820946.308948 
55.797803 -6820944.202197 
58.287629 -6820941.712371 
60.451579 -6820939.548421 
67.279278 -6820932.720722 
72.260097 -6820927.739903 
53.365394 -6820946.634606 
55.464497 -6820944.535503 
58.349861 -6820941.650139 
61.201937 -6820938.798063 
64.007357 -6820935.992643 
77.120890 -6820922.879110 
82.700855 -6820917.299145 
90.036601 -6820909.963399 
55.923546 -6820944.076454 
55.810260 -6820944.189740 
58.076116 -6820941.923884 
61.243919 -6820938.756081 
64.730612 -6820935.269388 
68.443239 -6820931.556761 
72.499909 -6820927.500091 
93.510897 -6820906.489103 
99.141749 -6820900.858251 
104.640635 -6820895.359365 
110.296675 -6820889.703325 
62.530721 -6820937.469279 
61.989744 -6820938.010256 
64.239720 -6820935.760280 
67.856438 -6820932.143562 
72.179482 -6820927.820518 
76.990805 -6820923.009195 
82.225785 -6820917.774215 
87.795602 -6820912.204398 
111.976652 -6820888.023348 
115.454656 -6820884.545344 
117.502482 -6820882.497518 
118.277200 -6820881.722800 
118.357581 -6820881.642419 
71.342122 -6820928.657878 
72.464058 -6820927.535942 
75.683760 -6820924.316240 
80.049955 -6820919.950045 
85.069417 -6820914.930583 
90.506020 -6820909.493980 
96.192611 -6820903.807389 
101.907932 -6820898.092068 
107.315427 -6820892.684573 
123.027562 -6820876.972438 
123.508482 -6820876.491518 
122.478716 -6820877.521284 
120.226229 -6820879.773771 
117.422369 -6820882.577631 
115.046680 -6820884.953320 
77.522197 -6820922.477803 
78.995959 -6820921.004041 
82.478543 -6820917.521457 
87.158824 -6820912.841176 
92.413151 -6820907.586849 
97.883514 -6820902.116486 
103.354525 -6820896.645475 
108.646229 -6820891.353771 
113.547253 -6820886.452747 
117.787141 -6820882.212859 
121.049746 -6820878.950254 
122.778809 -6820877.221191 
121.884597 -6820878.115403 
120.046700 -6820879.953300 
117.499694 -6820882.500306 
114.651229 -6820885.348771 
112.110797 -6820887.889203 
76.866441 -6820923.133559 
80.725941 -6820919.274059 
85.822778 -6820914.177222 
91.462643 -6820908.537357 
97.164702 -6820902.835298 
102.637954 -6820897.362046 
107.702570 -6820892.297430 
112.229249 -6820887.770751 
116.102148 -6820883.897852 
119.202562 -6820880.797438 
121.410932 -6820878.589068 
122.623637 -6820877.376363 
118.186154 -6820881.813846 
117.578762 -6820882.421238 
116.056529 -6820883.943471 
113.707497 -6820886.292503 
110.783460 -6820889.216540 
107.754141 -6820892.245859 
70.527925 -6820929.472075 
74.384239 -6820925.615761 
79.910579 -6820920.089421 
86.143172 -6820913.856828 
92.393011 -6820907.606989 
98.249271 -6820901.750729 
103.486472 -6820896.513528 
107.990129 -6820892.009871 
111.706038 -6820888.293962 
114.606812 -6820885.393188 
116.671405 -6820883.328595 
117.874744 -6820882.125256 
113.657967 -6820886.342033 
112.614405 -6820887.385595 
109.969660 -6820890.030340 
105.813698 -6820894.186302 
100.563884 -6820899.436116 
94.968384 -6820905.031616 
65.794419 -6820934.205581 
69.890708 -6820930.109292 
75.843897 -6820924.156103 
82.502060 -6820917.497940 
89.084493 -6820910.915507 
95.158017 -6820904.841983 
100.513480 -6820899.486520 
105.063236 -6820894.936764 
108.758391 -6820891.241609 
111.524602 -6820888.475398 
113.224322 -6820886.775678 
102.559416 -6820897.440584 
99.082030 -6820900.917970 
93.598622 -6820906.401378 
86.640859 -6820913.359141 
79.140521 -6820920.859479 
72.255366 -6820927.744634 
60.075853 -6820939.924147 
65.032947 -6820934.967053 
71.743645 -6820928.256355 
78.963569 -6820921.036431 
85.857426 -6820914.142574 
91.961391 -6820908.038609 
97.020374 -6820902.979626 
100.848162 -6820899.151838 
103.230174 -6820896.769826 
103.892855 -6820896.107145 
81.533044 -6820918.466956 
76.221755 -6820923.778245 
69.538923 -6820930.461077 
62.410764 -6820937.589236 
55.959333 -6820944.040667 
49.626989 -6820950.373011 
55.436222 -6820944.563778 
62.761983 -6820937.238017 
70.165081 -6820929.834919 
76.653249 -6820923.346751 
81.654265 -6820918.345735 
84.833252 -6820915.166748 
85.957727 -6820914.042273 
84.863806 -6820915.136194 
59.057953 -6820940.942047 
54.559001 -6820945.440999 
49.499261 -6820950.500739 
44.709792 -6820955.290208 
41.077716 -6820958.922284 
36.489067 -6820963.510933 
41.800164 -6820958.199836 
48.522565 -6820951.477435 
54.969476 -6820945.030524 
59.971219 -6820940.028781 
62.935254 -6820937.064746 
63.675184 -6820936.324816 
62.277191 -6820937.722809 
43.397168 -6820956.602832 
40.946745 -6820959.053255 
38.054198 -6820961.945802 
35.376703 -6820964.623297 
26.065109 -6820973.934891 
29.853416 -6820970.146584 
35.112452 -6820964.887548 
40.053498 -6820959.946502 
43.508373 -6820956.491627 
45.087437 -6820954.912563 
44.924864 -6820955.075136 
34.519880 -6820965.480120 
33.502587 -6820966.497413 
31.722300 -6820968.277700 
30.023308 -6820969.976692 
22.586514 -6820977.413486 
26.613794 -6820973.386206 
30.490554 -6820969.509446 
33.167036 -6820966.832964 
34.458651 -6820965.541349 
28.833034 -6820971.166966 
28.428564 -6820971.571436 
27.071506 -6820972.928494 
17.485781 -6820982.514219 
19.547373 -6820980.452627 
22.865070 -6820977.134930 
25.902197 -6820974.097803 
27.955088 -6820972.044912 
24.071561 -6820975.928439 
23.648642 -6820976.351358 
22.135785 -6820977.864215 
16.446144 -6820983.553856 
19.486495 -6820980.513505 
22.518140 -6820977.481860 
19.755765 -6820980.244235 
19.066365 -6820980.933635 
14.891191 -6820985.108809 
17.615486 -6820982.384514 
16.353912 -6820983.646088 
3.039362 -6820996.960638 
123.500710 -6820876.499290 
122.509082 -6820877.490918 
119.775728 -6820880.224272 
124.031592 -6820875.968408 
122.877503 -6820877.122497 
119.997295 -6820880.002705 
115.365151 -6820884.634849 
109.411812 -6820890.588188 
102.999596 -6820897.000404 
120.314750 -6820879.685250 
122.530841 -6820877.469159 
123.791634 -6820876.208366 
122.922116 -6820877.077884 
121.516141 -6820878.483859 
118.706534 -6820881.293466 
114.623555 -6820885.376445 
109.553287 -6820890.446713 
103.877055 -6820896.122945 
97.923283 -6820902.076717 
91.635541 -6820908.364459 
111.827362 -6820888.172638 
116.164346 -6820883.835654 
119.469840 -6820880.530160 
121.752467 -6820878.247533 
122.954193 -6820877.045807 
119.537675 -6820880.462325 
118.467082 -6820881.532918 
116.360235 -6820883.639765 
113.242933 -6820886.757067 
109.167996 -6820890.832004 
104.208362 -6820895.791638 
98.436825 -6820901.563175 
91.871253 -6820908.128747 
84.366829 -6820915.633171 
75.517959 -6820924.482041 
101.531460 -6820898.468540 
106.103505 -6820893.896495 
110.330240 -6820889.669760 
113.916978 -6820886.083022 
116.706278 -6820883.293722 
118.614359 -6820881.385641 
119.575978 -6820880.424022 
116.053897 -6820883.946103 
115.142860 -6820884.857140 
112.897489 -6820887.102511 
109.203058 -6820890.796942 
104.024130 -6820895.975870 
97.437478 -6820902.562522 
89.628142 -6820910.371858 
80.834242 -6820919.165758 
71.255649 -6820928.744351 
61.011382 -6820938.988618 
50.346797 -6820949.653203 
95.930435 -6820904.069565 
100.936697 -6820899.063303 
105.362424 -6820894.637576 
109.160108 -6820890.839892 
112.223823 -6820887.776177 
114.462274 -6820885.537726 
115.778992 -6820884.221008 
109.719006 -6820890.280994 
107.471584 -6820892.528416 
103.189421 -6820896.810579 
96.892633 -6820903.107367 
88.851447 -6820911.148553 
79.559744 -6820920.440256 
69.626908 -6820930.373092 
59.630580 -6820940.369420 
50.005498 -6820949.994502 
41.071236 -6820958.928764 
33.266646 -6820966.733354 
75.337905 -6820924.662095 
85.102479 -6820914.897521 
92.329729 -6820907.670271 
98.072341 -6820901.927659 
102.737419 -6820897.262581 
106.381511 -6820893.618489 
108.904882 -6820891.095118 
110.106685 -6820889.893315 
94.058433 -6820905.941567 
89.496651 -6820910.503349 
82.810345 -6820917.189655 
74.501957 -6820925.498043 
65.303686 -6820934.696314 
56.003979 -6820943.996021 
47.265941 -6820952.734059 
39.517600 -6820960.482400 
32.950384 -6820967.049616 
27.622010 -6820972.377990 
23.558967 -6820976.441033 
53.287099 -6820946.712901 
66.386068 -6820933.613932 
76.741737 -6820923.258263 
84.557397 -6820915.442603 
90.321592 -6820909.678408 
94.246512 -6820905.753488 
96.299204 -6820903.700796 
96.302694 -6820903.697306 
71.185518 -6820928.814482 
65.942942 -6820934.057058 
59.309997 -6820940.690003 
52.018556 -6820947.981444 
44.770367 -6820955.229633 
38.096808 -6820961.903192 
32.313130 -6820967.686870 
27.540307 -6820972.459693 
23.740832 -6820976.259168 
20.742796 -6820979.257204 
42.982570 -6820957.017430 
54.166548 -6820945.833452 
63.277988 -6820936.722012 
69.848309 -6820930.151691 
73.871660 -6820926.128340 
75.391070 -6820924.608930 
74.450070 -6820925.549930 
51.044898 -6820948.955102 
47.341360 -6820952.658640 
42.790696 -6820957.209304 
37.867967 -6820962.132033 
32.954157 -6820967.045843 
28.365401 -6820971.634599 
24.357585 -6820975.642415 
21.052381 -6820978.947619 
18.345310 -6820981.654690 
15.914367 -6820984.085633 
24.664976 -6820975.335024 
33.049053 -6820966.950947 
41.263144 -6820958.736856 
47.810430 -6820952.189570 
52.029701 -6820947.970299 
53.819156 -6820946.180844 
53.368279 -6820946.631721 
38.649345 -6820961.350655 
36.773593 -6820963.226407 
33.853743 -6820966.146257 
30.126593 -6820969.873407 
26.006795 -6820973.993205 
22.044084 -6820977.955916 
18.663172 -6820981.336828 
15.898265 -6820984.101735 
13.396295 -6820986.603705 
13.762340 -6820986.237660 
19.417384 -6820980.582616 
25.638460 -6820974.361540 
31.448156 -6820968.551844 
35.855429 -6820964.144571 
38.446267 -6820961.553733 
39.290175 -6820960.709825 
31.511601 -6820968.488399 
30.485010 -6820969.514990 
27.833256 -6820972.166744 
23.952320 -6820976.047680 
19.739292 -6820980.260708 
16.064809 -6820983.935191 
13.148618 -6820986.851382 
10.529029 -6820989.470971 
7.650984 -6820992.349016 
4.469656 -6820995.530344 
2.884192 -6820997.115808 
5.368826 -6820994.631174 
10.109459 -6820989.890541 
15.513530 -6820984.486470 
20.916205 -6820979.083795 
25.594834 -6820974.405166 
28.995813 -6820971.004187 
30.972990 -6820969.027010 
25.969458 -6820974.030542 
25.095195 -6820974.904805 
22.199753 -6820977.800247 
18.080113 -6820981.919887 
14.077354 -6820985.922646 
10.942576 -6820989.057424 
8.314003 -6820991.685997 
5.441917 -6820994.558083 
2.838003 -6820997.161997 
3.844443 -6820996.155557 
8.285831 -6820991.714169 
13.613086 -6820986.386914 
18.521937 -6820981.478063 
22.371798 -6820977.628202 
24.925750 -6820975.074250 
20.328562 -6820979.671438 
18.790572 -6820981.209428 
14.336809 -6820985.663191 
9.691382 -6820990.308618 
6.297572 -6820993.702428 
3.010682 -6820996.989318 
2.979215 -6820997.020785 
8.557854 -6820991.442146 
14.435124 -6820985.564876 
18.569686 -6820981.430314 
14.236233 -6820985.763767 
11.381279 -6820988.618721 
5.761925 -6820994.238075 
1.774544 -6820998.225456 
4.653744 -6820995.346256 
11.260426 -6820988.739574 
7.805264 -6820992.194736 
0.838664 -6820999.161336 
72.606746 -6820927.393254 
66.841679 -6820933.158321 
90.698236 -6820909.301764 
84.525785 -6820915.474215 
78.036002 -6820921.963998 
71.833970 -6820928.166030 
66.363667 -6820933.636333 
61.833375 -6820938.166625 
58.197500 -6820941.802500 
55.164200 -6820944.835800 
99.224161 -6820900.775839 
94.620653 -6820905.379347 
88.919623 -6820911.080377 
82.697726 -6820917.302274 
76.464045 -6820923.535955 
70.637905 -6820929.362095 
65.505881 -6820934.494119 
61.190120 -6820938.809880 
57.638253 -6820942.361747 
54.634221 -6820945.365779 
51.813630 -6820948.186370 
48.654008 -6820951.345992 
101.949531 -6820898.050469 
99.958022 -6820900.041978 
96.108172 -6820903.891828 
91.056233 -6820908.943767 
85.298966 -6820914.701034 
79.267706 -6820920.732294 
73.342644 -6820926.657356 
67.832524 -6820932.167476 
62.946230 -6820937.053770 
58.771552 -6820941.228448 
55.268883 -6820944.731117 
52.281079 -6820947.718921 
49.554868 -6820950.445132 
46.764869 -6820953.235131 
43.533740 -6820956.466260 
39.472963 -6820960.527037 
92.611338 -6820907.388662 
96.660809 -6820903.339191 
96.690748 -6820903.309252 
93.907894 -6820906.092106 
89.216544 -6820910.783456 
83.308711 -6820916.691289 
76.780605 -6820923.219395 
70.163665 -6820929.836335 
63.901509 -6820936.098491 
58.312569 -6820941.687431 
53.563291 -6820946.436709 
49.662011 -6820950.337989 
46.473394 -6820953.526606 
43.748274 -6820956.251726 
41.162464 -6820958.837536 
38.359538 -6820961.640462 
35.001097 -6820964.998903 
30.858260 -6820969.141740 
76.647807 -6820923.352193 
83.461224 -6820916.538776 
85.408816 -6820914.591184 
83.533531 -6820916.466469 
78.992519 -6820921.007481 
72.789800 -6820927.210200 
65.801213 -6820934.198787 
58.771929 -6820941.228071 
52.275885 -6820947.724115 
46.680129 -6820953.319871 
42.136620 -6820957.863380 
38.601485 -6820961.398515 
35.872476 -6820964.127524 
33.636341 -6820966.363659 
31.522257 -6820968.477743 
29.162071 -6820970.837929 
26.266126 -6820973.733874 
22.741844 -6820977.258156 
18.867481 -6820981.132519 
65.035945 -6820934.964055 
68.598520 -6820931.401480 
67.973374 -6820932.026626 
64.252656 -6820935.747344 
58.632744 -6820941.367256 
52.177734 -6820947.822266 
45.741852 -6820954.258148 
39.927256 -6820960.072744 
35.076943 -6820964.923057 
31.297894 -6820968.702106 
28.500302 -6820971.499698 
26.444829 -6820973.555171 
24.797859 -6820975.202141 
23.196261 -6820976.803739 
21.321934 -6820978.678066 
18.988951 -6820981.011049 
16.247723 -6820983.752277 
13.449941 -6820986.550059 
57.150500 -6820942.849500 
51.915220 -6820948.084780 
52.780513 -6820947.219487 
50.647212 -6820949.352788 
46.541624 -6820953.458376 
41.478306 -6820958.521694 
36.274023 -6820963.725977 
31.506978 -6820968.493022 
27.525361 -6820972.474639 
24.461011 -6820975.538989 
22.242079 -6820977.757921 
20.625897 -6820979.374103 
19.269686 -6820980.730314 
17.832216 -6820982.167784 
16.080055 -6820983.919945 
13.970697 -6820986.029303 
11.682364 -6820988.317636 
9.516523 -6820990.483477 
40.807794 -6820959.192206 
47.575846 -6820952.424154 
41.312595 -6820958.687405 
41.071857 -6820958.928143 
38.834303 -6820961.165697 
35.324905 -6820964.675095 
31.239705 -6820968.760295 
27.184011 -6820972.815989 
23.637249 -6820976.362751 
20.874268 -6820979.125732 
18.889545 -6820981.110455 
17.410160 -6820982.589840 
16.029450 -6820983.970550 
14.405827 -6820985.594173 
12.423253 -6820987.576747 
10.226831 -6820989.773169 
8.100484 -6820991.899516 
34.665755 -6820965.334245 
39.073485 -6820960.926515 
34.207013 -6820965.792987 
33.858917 -6820966.141083 
31.802107 -6820968.197893 
28.543209 -6820971.456791 
24.769977 -6820975.230023 
21.228807 -6820978.771193 
18.451789 -6820981.548211 
16.506824 -6820983.493176 
15.002300 -6820984.997700 
13.389654 -6820986.610346 
11.356355 -6820988.643645 
9.019206 -6820990.980794 
6.783013 -6820993.216987 
5.029932 -6820994.970068 
24.149536 -6820975.850464 
29.040926 -6820970.959074 
32.567741 -6820967.432259 
28.872677 -6820971.127323 
28.533792 -6820971.466208 
26.231088 -6820973.768912 
22.658599 -6820977.341401 
18.940869 -6820981.059131 
16.032908 -6820983.967092 
14.083149 -6820985.916851 
12.442479 -6820987.557521 
10.392046 -6820989.607954 
7.867601 -6820992.132399 
5.482112 -6820994.517888 
4.025109 -6820995.974891 
4.338670 -6820995.661330 
7.407165 -6820992.592835 
12.656088 -6820987.343912 
18.354241 -6820981.645759 
23.426439 -6820976.573561 
27.097236 -6820972.902764 
23.645840 -6820976.354160 
23.257185 -6820976.742815 
20.688777 -6820979.311223 
17.094939 -6820982.905061 
13.976506 -6820986.023494 
11.918758 -6820988.081242 
10.206307 -6820989.793693 
7.961683 -6820992.038317 
5.360003 -6820994.639997 
3.536596 -6820996.463404 
3.910094 -6820996.089906 
7.446184 -6820992.553816 
12.684026 -6820987.315974 
17.751292 -6820982.248708 
21.658327 -6820978.341673 
17.884823 -6820982.115177 
16.988883 -6820983.011117 
13.368980 -6820986.631020 
10.197879 -6820989.802121 
8.087897 -6820991.912103 
5.316602 -6820994.683398 
2.741884 -6820997.258116 
